Record ID,First Name,Last Name,Phone Number,Job Title,Contact owner,Number of Employees,Company Name,Industry,Country/Region,City,State/Region,Website URL,Associated Company,Legal basis for processing contact's data,Became a Marketing Qualified Lead Date
51000499,Amina,De la Fontaine,+33749843624,Directeur,karim.haddad@agence.fr,120,Kaolin,FINANCIAL_SERVICES,France,Paris,,https://www.kaolin.fr/accueil,Kaolin,Legitimate interest – existing customer,2020-04-01
51000500,Amina,Girard,+33456620563,CTO,marie.dupont@agence.fr,500,Verso,CONSTRUCTION,France,Paris,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2025-08-06
51000502,Nadia,Marchand,+33368356521,CTO,marie.dupont@agence.fr,12,Menhir Data,COMPUTER_SOFTWARE,France,Lille,,https://www.menhirdata.fr/accueil,Menhir Data,,2022-06-19
51000503,Antoine,Blanc,+33271133228,CTO,lea.bonnet@agence.fr,40,Menhir Data,FINANCIAL_SERVICES,France,Rennes,,https://www.menhirdata.fr/accueil,Menhir Data,,2023-03-18
51000504,Julien,Van Damme,+33512971024,Directeur,,12,Roseau Paysage,CONSTRUCTION,France,Lyon,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Legitimate interest – existing customer,2024-02-14
51000507,Thomas,Van Damme,+33478711216,Chargé de projet,lea.bonnet@agence.fr,40,Kaolin,CONSTRUCTION,France,Lille,,https://www.kaolin.fr/accueil,Kaolin,,2025-06-01
51000511,Sophie,Fontaine,+33448072791,Directeur,karim.haddad@agence.fr,500,Brightpath,MARKETING_AND_ADVERTISING,France,Lille,,https://www.brightpath.fr/accueil,Brightpath,,2025-03-10
51000512,Élodie,O'Brien,+33505504481,Chargé de projet,,40,Roseau Paysage,CONSTRUCTION,France,Rennes,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Consent,2024-04-27
51000515,Olivier,O'Brien,+33660538444,CTO,karim.haddad@agence.fr,120,Kaolin,COMPUTER_SOFTWARE,France,Paris,,https://www.kaolin.fr/accueil,Kaolin,Legitimate interest – existing customer,2021-10-31
51000519,Sophie,Duval,+33491124421,Directeur,karim.haddad@agence.fr,5,Atelier Nord,RETAIL,France,Rennes,,https://www.ateliernord.fr/accueil,Atelier Nord,Legitimate interest – existing customer,2025-04-21
51000520,Lucas,François,+33666572240,Responsable achats,marie.dupont@agence.fr,40,Kaolin,CONSTRUCTION,France,Nantes,,https://www.kaolin.fr/accueil,Kaolin,Consent,2025-08-10
51000525,Olivier,Duval,+33279538164,Responsable achats,marie.dupont@agence.fr,40,Brightpath,FINANCIAL_SERVICES,France,Rennes,,https://www.brightpath.fr/accueil,Brightpath,Consent,2026-05-05
51000528,Rémi,Chevalier,+33185790647,Chargé de projet,lea.bonnet@agence.fr,5,Brightpath,COMPUTER_SOFTWARE,France,Lyon,,https://www.brightpath.fr/accueil,Brightpath,Legitimate interest – existing customer,2022-08-02
51000530,Paul,Van Damme,+33571252967,Directeur,karim.haddad@agence.fr,120,Iris Optique,RETAIL,France,Marseille,,https://www.irisoptique.fr/accueil,Iris Optique,,2024-07-21
51000532,Claire,Benali,+33754728123,CTO,karim.haddad@agence.fr,12,Atelier Nord,COMPUTER_SOFTWARE,France,Marseille,,https://www.ateliernord.fr/accueil,Atelier Nord,,2020-07-18
51000533,Marc,Marchand,+33411307240,Chargé de projet,,40,Atelier Nord,COMPUTER_SOFTWARE,France,Lille,,https://www.ateliernord.fr/accueil,Atelier Nord,Legitimate interest – existing customer,2025-04-26
51000534,Hugo,De la Fontaine,+33568507451,Directeur,,40,Roseau Paysage,MARKETING_AND_ADVERTISING,France,Nantes,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Legitimate interest – existing customer,2024-10-10
51000536,Amina,Van Damme,+33647323549,CTO,marie.dupont@agence.fr,500,Lorette & Fils,FINANCIAL_SERVICES,France,Nantes,,https://www.lorettefils.fr/accueil,Lorette & Fils,Consent,2025-04-30
51000540,Hugo,Fontaine,+33665313614,Chargé de projet,lea.bonnet@agence.fr,40,Menhir Data,RETAIL,France,Lille,,https://www.menhirdata.fr/accueil,Menhir Data,,2023-09-22
51000541,Inès,Marchand,+33659167954,Directeur,karim.haddad@agence.fr,12,Roseau Paysage,FINANCIAL_SERVICES,France,Marseille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Consent,2026-01-01
51000542,Victor,Girard,+33140703491,Directeur,marie.dupont@agence.fr,40,Iris Optique,COMPUTER_SOFTWARE,France,Paris,,https://www.irisoptique.fr/accueil,Iris Optique,,2021-01-01
51000546,Camille,De la Fontaine,+33339852989,CTO,karim.haddad@agence.fr,5,Sablier,RETAIL,France,Rennes,,https://www.sablier.fr/accueil,Sablier,Consent,2024-11-20
51000547,Sarah,Lambert,+33715914975,Directeur,marie.dupont@agence.fr,500,Sablier,MARKETING_AND_ADVERTISING,France,Lille,,https://www.sablier.fr/accueil,Sablier,Consent,2025-11-06
51000548,Antoine,Moreau,+33640793110,Responsable achats,marie.dupont@agence.fr,12,Roseau Paysage,COMPUTER_SOFTWARE,France,Nantes,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Legitimate interest – existing customer,2024-09-23
51000549,Manon,Nguyen,+33367238497,Directeur,marie.dupont@agence.fr,12,Lorette & Fils,MARKETING_AND_ADVERTISING,France,Lyon,,https://www.lorettefils.fr/accueil,Lorette & Fils,Consent,2025-11-03
51000550,Victor,Benali,+33319754661,Chargé de projet,karim.haddad@agence.fr,40,Kaolin,RETAIL,France,Paris,,https://www.kaolin.fr/accueil,Kaolin,Consent,2021-01-28
51000552,Marc,Moreau,+33424461767,Responsable achats,lea.bonnet@agence.fr,40,Brightpath,FINANCIAL_SERVICES,France,Lille,,https://www.brightpath.fr/accueil,Brightpath,,2020-02-24
51000553,Leïla,Perrin,+33123117753,Responsable achats,,5,Lorette & Fils,COMPUTER_SOFTWARE,France,Lille,,https://www.lorettefils.fr/accueil,Lorette & Fils,,2025-09-15
51000557,Camille,Roux,+33651241893,CTO,marie.dupont@agence.fr,5,Iris Optique,FINANCIAL_SERVICES,France,Nantes,,https://www.irisoptique.fr/accueil,Iris Optique,,2023-08-24
51000560,Amina,Duval,+33462668217,Directeur,lea.bonnet@agence.fr,40,Verso,RETAIL,France,Paris,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2021-01-21
51000561,Thomas,François,+33689003010,Responsable achats,lea.bonnet@agence.fr,40,Atelier Nord,CONSTRUCTION,France,Lille,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2026-05-08
51000562,Thomas,Marchand,+33611148375,Responsable achats,lea.bonnet@agence.fr,500,Dynamo Lab,CONSTRUCTION,France,Rennes,,https://www.dynamolab.fr/accueil,Dynamo Lab,Consent,2022-01-01
51000565,Amina,Van Damme,+33262680408,CTO,lea.bonnet@agence.fr,500,Kaolin,MARKETING_AND_ADVERTISING,France,Rennes,,https://www.kaolin.fr/accueil,Kaolin,Legitimate interest – existing customer,2025-12-19
51000568,Sarah,Duval,+33683609149,CTO,karim.haddad@agence.fr,40,Kaolin,CONSTRUCTION,France,Rennes,,https://www.kaolin.fr/accueil,Kaolin,,2026-01-18
51000569,Sophie,Roux,+33603102879,CTO,karim.haddad@agence.fr,40,Dynamo Lab,CONSTRUCTION,France,Paris,,https://www.dynamolab.fr/accueil,Dynamo Lab,Consent,2024-10-25
51000572,Manon,Leroy,+33490261139,Chargé de projet,marie.dupont@agence.fr,5,Atelier Nord,FINANCIAL_SERVICES,France,Nantes,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2022-08-09
51000573,Manon,Leroy,+33294353537,CTO,karim.haddad@agence.fr,120,Kaolin,CONSTRUCTION,France,Paris,,https://www.kaolin.fr/accueil,Kaolin,,2022-11-28
51000576,Camille,Girard,+33786652683,CTO,lea.bonnet@agence.fr,500,Sablier,FINANCIAL_SERVICES,France,Paris,,https://www.sablier.fr/accueil,Sablier,Consent,2024-12-23
51000578,Manon,Blanc,+33375098898,Chargé de projet,,12,Iris Optique,MARKETING_AND_ADVERTISING,France,Paris,,https://www.irisoptique.fr/accueil,Iris Optique,Consent,2025-05-18
51000579,Élodie,De la Fontaine,+33551542144,Chargé de projet,karim.haddad@agence.fr,40,Verso,FINANCIAL_SERVICES,France,Rennes,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2023-05-06
51000580,Thomas,Chevalier,+33582090883,Directeur,lea.bonnet@agence.fr,40,Dynamo Lab,FINANCIAL_SERVICES,France,Nantes,,https://www.dynamolab.fr/accueil,Dynamo Lab,Consent,2025-05-21
51000582,Inès,Nguyen,+33306185380,Directeur,,12,Verso,CONSTRUCTION,France,Nantes,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2025-08-19
51000583,Antoine,Girard,+33218306178,Responsable achats,marie.dupont@agence.fr,40,Kaolin,FINANCIAL_SERVICES,France,Nantes,,https://www.kaolin.fr/accueil,Kaolin,Consent,2023-04-18
51000584,Leïla,Roux,+33624347769,CTO,lea.bonnet@agence.fr,12,Brightpath,COMPUTER_SOFTWARE,France,Rennes,,https://www.brightpath.fr/accueil,Brightpath,,2021-01-12
51000585,Lucas,Nguyen,+33412751562,Chargé de projet,,5,Brightpath,CONSTRUCTION,France,Marseille,,https://www.brightpath.fr/accueil,Brightpath,Consent,2023-09-09
51000588,Manon,Benali,+33286342556,Responsable achats,karim.haddad@agence.fr,5,Brightpath,COMPUTER_SOFTWARE,France,Rennes,,https://www.brightpath.fr/accueil,Brightpath,Consent,2020-06-16
51000589,Olivier,Leroy,+33244033041,Chargé de projet,karim.haddad@agence.fr,5,Lorette & Fils,COMPUTER_SOFTWARE,France,Paris,,https://www.lorettefils.fr/accueil,Lorette & Fils,Consent,2021-01-09
51000593,Manon,Blanc,+33364520599,Chargé de projet,karim.haddad@agence.fr,120,Roseau Paysage,FINANCIAL_SERVICES,France,Nantes,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,,2025-10-20
51000595,Manon,Fontaine,+33404164485,CTO,karim.haddad@agence.fr,40,Dynamo Lab,FINANCIAL_SERVICES,France,Bordeaux,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2020-04-30
51000601,Marc,Chevalier,+33474186520,CTO,lea.bonnet@agence.fr,12,Menhir Data,FINANCIAL_SERVICES,France,Lille,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2021-07-24
51000602,Amina,O'Brien,+33383094515,CTO,lea.bonnet@agence.fr,40,Dynamo Lab,RETAIL,France,Nantes,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2026-05-06
51000604,Julien,Nguyen,+33784390552,CTO,,5,Menhir Data,COMPUTER_SOFTWARE,France,Lyon,,https://www.menhirdata.fr/accueil,Menhir Data,Consent,2022-12-09
51000605,Sophie,Chevalier,+33149386204,CTO,marie.dupont@agence.fr,120,Sablier,FINANCIAL_SERVICES,France,Rennes,,https://www.sablier.fr/accueil,Sablier,Consent,2024-07-12
51000606,Nadia,Blanc,+33121259020,Responsable achats,,12,Kaolin,CONSTRUCTION,France,Rennes,,https://www.kaolin.fr/accueil,Kaolin,Consent,2025-06-22
51000607,Élodie,Moreau,+33642429563,Responsable achats,karim.haddad@agence.fr,40,Iris Optique,RETAIL,France,Marseille,,https://www.irisoptique.fr/accueil,Iris Optique,Legitimate interest – existing customer,2025-11-12
51000608,Antoine,O'Brien,+33787209628,Responsable achats,lea.bonnet@agence.fr,12,Atelier Nord,CONSTRUCTION,France,Bordeaux,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2022-05-21
51000611,Leïla,De la Fontaine,+33359576403,Directeur,lea.bonnet@agence.fr,120,Lorette & Fils,FINANCIAL_SERVICES,France,Paris,,https://www.lorettefils.fr/accueil,Lorette & Fils,Legitimate interest – existing customer,2021-02-25
51000613,Élodie,Girard,+33233613285,Directeur,lea.bonnet@agence.fr,120,Iris Optique,FINANCIAL_SERVICES,France,Bordeaux,,https://www.irisoptique.fr/accueil,Iris Optique,,2023-01-06
51000614,Élodie,Fontaine,+33216252654,Chargé de projet,marie.dupont@agence.fr,120,Lorette & Fils,FINANCIAL_SERVICES,France,Paris,,https://www.lorettefils.fr/accueil,Lorette & Fils,Legitimate interest – existing customer,2021-04-07
51000616,Marc,De la Fontaine,+33470462268,Directeur,lea.bonnet@agence.fr,120,Dynamo Lab,COMPUTER_SOFTWARE,France,Lyon,,https://www.dynamolab.fr/accueil,Dynamo Lab,,2023-04-08
51000617,Sophie,Blanc,+33407660464,Directeur,lea.bonnet@agence.fr,40,Verso,FINANCIAL_SERVICES,France,Marseille,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2022-02-27
51000618,Marc,De la Fontaine,+33120594389,Chargé de projet,,5,Verso,COMPUTER_SOFTWARE,France,Rennes,,https://www.verso.fr/accueil,Verso,,2022-03-01
51000620,Sarah,Blance,+33432181227,Chargé de projet,,12,Sablier,FINANCIAL_SERVICES,France,Lille,,https://www.brightpath.fr/accueil,Sablier,,2026-01-20
51000627,Leïla,Marchand,+33768653694,CTO,marie.dupont@agence.fr,500,Dynamo Lab,FINANCIAL_SERVICES,France,Lille,,https://www.dynamolab.fr/accueil,Dynamo Lab,,2024-09-05
51000631,Marc,Nguyen,+33752371006,Chargé de projet,,500,Verso,COMPUTER_SOFTWARE,France,Bordeaux,,https://www.verso.fr/accueil,Verso,Consent,2025-03-20
51000633,Claire,Moreau,+33315177345,CTO,lea.bonnet@agence.fr,40,Roseau Paysage,FINANCIAL_SERVICES,France,Marseille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Consent,2021-01-19
51000634,Julien,Moreau,+33135954429,CTO,,12,Dynamo Lab,MARKETING_AND_ADVERTISING,France,Lyon,,https://www.dynamolab.fr/accueil,Dynamo Lab,Consent,2020-08-11
51000635,Rémi,Van Damme,+33739429045,Chargé de projet,karim.haddad@agence.fr,12,Iris Optique,FINANCIAL_SERVICES,France,Rennes,,https://www.irisoptique.fr/accueil,Iris Optique,Consent,2023-11-28
51000637,Olivier,Benali,+33508335061,CTO,lea.bonnet@agence.fr,500,Brightpath,FINANCIAL_SERVICES,France,Rennes,,https://www.brightpath.fr/accueil,Brightpath,Legitimate interest – existing customer,2020-11-13
51000638,Julien,Nguyen,+33242337209,CTO,marie.dupont@agence.fr,5,Atelier Nord,MARKETING_AND_ADVERTISING,France,Lille,,https://www.ateliernord.fr/accueil,Atelier Nord,,2020-08-07
51000639,Julien,Benali,+33797718051,Responsable achats,,120,Roseau Paysage,MARKETING_AND_ADVERTISING,France,Paris,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Consent,2023-09-23
51000641,Claire,Leroy,+33644835488,CTO,marie.dupont@agence.fr,120,Kaolin,COMPUTER_SOFTWARE,France,Marseille,,https://www.kaolin.fr/accueil,Kaolin,Consent,2020-09-11
51000644,Antoine,Marchand,+33355746966,Directeur,,12,Brightpath,RETAIL,France,Rennes,,https://www.brightpath.fr/accueil,Brightpath,,2024-11-02
51000647,Olivier,Fontaine,+33762294938,Directeur,lea.bonnet@agence.fr,500,Dynamo Lab,CONSTRUCTION,France,Lille,,https://www.dynamolab.fr/accueil,Dynamo Lab,Consent,2025-08-19
51000648,Rémi,Duval,+33655732573,Chargé de projet,karim.haddad@agence.fr,40,Dynamo Lab,FINANCIAL_SERVICES,France,Bordeaux,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2025-09-13
51000650,Nadia,François,+33718281979,Responsable achats,,120,Atelier Nord,RETAIL,France,Bordeaux,,https://www.ateliernord.fr/accueil,Atelier Nord,Legitimate interest – existing customer,2025-06-06
51000655,Lucas,Benali,+33374817006,Chargé de projet,lea.bonnet@agence.fr,40,Roseau Paysage,COMPUTER_SOFTWARE,France,Nantes,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Consent,2025-06-12
51000656,Rémi,Roux,+33145023290,Responsable achats,karim.haddad@agence.fr,5,Sablier,COMPUTER_SOFTWARE,France,Lille,,https://www.sablier.fr/accueil,Sablier,Legitimate interest – existing customer,2022-02-03
51000657,Rémi,O'Brien,+33422822512,Directeur,lea.bonnet@agence.fr,40,Atelier Nord,CONSTRUCTION,France,Lille,,https://www.ateliernord.fr/accueil,Atelier Nord,,2021-10-23
51000658,Camille,Duval,+33626086982,Responsable achats,lea.bonnet@agence.fr,5,Brightpath,RETAIL,France,Paris,,https://www.brightpath.fr/accueil,Brightpath,Legitimate interest – existing customer,2026-02-22
51000659,Antoine,Nguyen,+33290477425,CTO,marie.dupont@agence.fr,120,Lorette & Fils,FINANCIAL_SERVICES,France,Lyon,,https://www.lorettefils.fr/accueil,Lorette & Fils,Legitimate interest – existing customer,2020-06-11
51000661,Leïla,Chevalier,+33329060320,Responsable achats,karim.haddad@agence.fr,120,Dynamo Lab,CONSTRUCTION,France,Paris,,https://www.dynamolab.fr/accueil,Dynamo Lab,Consent,2022-10-14
51000665,Manon,Lambert,+33282521293,Responsable achats,,40,Verso,COMPUTER_SOFTWARE,France,Nantes,,https://www.verso.fr/accueil,Verso,,2022-05-25
51000668,Manon,Marchand,+33697374189,Chargé de projet,lea.bonnet@agence.fr,5,Verso,RETAIL,France,Rennes,,https://www.verso.fr/accueil,Verso,,2025-04-24
51000672,Sarah,Blanc,+33760392051,CTO,,40,Verso,CONSTRUCTION,France,Marseille,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2026-01-17
51000673,Inès,Nguyen,+33642388565,Responsable achats,lea.bonnet@agence.fr,500,Menhir Data,FINANCIAL_SERVICES,France,Bordeaux,,https://www.menhirdata.fr/accueil,Menhir Data,Legitimate interest – existing customer,2022-10-28
51000674,Claire,Marchand,+33459726347,CTO,lea.bonnet@agence.fr,12,Sablier,CONSTRUCTION,France,Paris,,https://www.sablier.fr/accueil,Sablier,Legitimate interest – existing customer,2025-06-13
51000676,Amina,Moreau,+33749915370,Responsable achats,lea.bonnet@agence.fr,120,Lorette & Fils,MARKETING_AND_ADVERTISING,France,Rennes,,https://www.lorettefils.fr/accueil,Lorette & Fils,Consent,2025-04-20
51000677,Thomas,Roux,+33732043097,Chargé de projet,karim.haddad@agence.fr,12,Roseau Paysage,FINANCIAL_SERVICES,France,Lille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,,2021-07-11
51000678,Leïla,Van Damme,+33455358512,CTO,karim.haddad@agence.fr,500,Iris Optique,RETAIL,France,Lille,,https://www.irisoptique.fr/accueil,Iris Optique,,2022-05-20
51000679,Olivier,Perrin,+33683749079,Chargé de projet,,12,Roseau Paysage,COMPUTER_SOFTWARE,France,Lille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,,2022-07-23
51000680,Victor,Lambert,+33215149409,Chargé de projet,karim.haddad@agence.fr,12,Brightpath,RETAIL,France,Marseille,,https://www.brightpath.fr/accueil,Brightpath,Consent,2021-02-12
51000682,Thomas,Perrin,+33671511696,Chargé de projet,,40,Dynamo Lab,MARKETING_AND_ADVERTISING,France,Paris,,https://www.dynamolab.fr/accueil,Dynamo Lab,,2024-06-06
51000684,Hugo,Petit,+33156409951,Responsable achats,,500,Dynamo Lab,MARKETING_AND_ADVERTISING,France,Marseille,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2026-06-11
51000687,Julien,Fontaine,+33158998868,Responsable achats,karim.haddad@agence.fr,12,Atelier Nord,CONSTRUCTION,France,Bordeaux,,https://www.ateliernord.fr/accueil,Atelier Nord,,2025-05-10
51000688,Amina,De la Fontaine,+33171587964,Chargé de projet,marie.dupont@agence.fr,5,Lorette & Fils,MARKETING_AND_ADVERTISING,France,Paris,,https://www.lorettefils.fr/accueil,Lorette & Fils,,2025-07-16
51000689,Leïla,Blanc,+33308004635,Directeur,karim.haddad@agence.fr,40,Verso,COMPUTER_SOFTWARE,France,Lyon,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2024-07-08
51000690,Sarah,Girard,+33637399006,Responsable achats,lea.bonnet@agence.fr,12,Roseau Paysage,CONSTRUCTION,France,Lyon,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,,2022-11-15
51000691,Thomas,O'Brien,+33293946943,CTO,marie.dupont@agence.fr,120,Lorette & Fils,RETAIL,France,Marseille,,https://www.lorettefils.fr/accueil,Lorette & Fils,Legitimate interest – existing customer,2025-12-17
51000692,Antoine,Chevalier,+33407231112,Chargé de projet,lea.bonnet@agence.fr,40,Atelier Nord,RETAIL,France,Marseille,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2026-05-07
51000693,Rémi,Marchand,+33716318732,Directeur,marie.dupont@agence.fr,12,Atelier Nord,COMPUTER_SOFTWARE,France,Rennes,,https://www.ateliernord.fr/accueil,Atelier Nord,,2023-07-13
51000694,Marc,François,+33557279083,Responsable achats,marie.dupont@agence.fr,5,Sablier,MARKETING_AND_ADVERTISING,France,Marseille,,https://www.sablier.fr/accueil,Sablier,,2023-10-02
51000696,Paul,Leroy,+33285011688,Directeur,karim.haddad@agence.fr,40,Iris Optique,COMPUTER_SOFTWARE,France,Lyon,,https://www.irisoptique.fr/accueil,Iris Optique,Legitimate interest – existing customer,2020-03-21
51000697,Thomas,Duval,+33769130981,Directeur,,500,Lorette & Fils,RETAIL,France,Nantes,,https://www.lorettefils.fr/accueil,Lorette & Fils,Consent,2026-06-04
51000698,Thomas,Fontaine,+33677278532,CTO,karim.haddad@agence.fr,40,Atelier Nord,MARKETING_AND_ADVERTISING,France,Marseille,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2023-08-29
51000699,Camille,De la Fontaine,+33468362536,Chargé de projet,,120,Iris Optique,RETAIL,France,Marseille,,https://www.irisoptique.fr/accueil,Iris Optique,,2024-11-06
51000702,Leïla,Moreau,+33732657327,CTO,,5,Lorette & Fils,COMPUTER_SOFTWARE,France,Paris,,https://www.lorettefils.fr/accueil,Lorette & Fils,Legitimate interest – existing customer,2020-01-06
51000703,Julien,Da Silva,+33223415959,Chargé de projet,,40,Sablier,COMPUTER_SOFTWARE,France,Rennes,,https://www.sablier.fr/accueil,Sablier,Consent,2022-12-13
51000704,Marc,Moreau,+33596288743,Directeur,,5,Dynamo Lab,MARKETING_AND_ADVERTISING,France,Nantes,,https://www.dynamolab.fr/accueil,Dynamo Lab,,2021-10-22
51000705,Amina,Fontaine,+33757992707,CTO,lea.bonnet@agence.fr,12,Dynamo Lab,MARKETING_AND_ADVERTISING,France,Lille,,https://www.dynamolab.fr/accueil,Dynamo Lab,,2026-03-29
51000707,Antoine,Da Silva,+33644765047,Directeur,marie.dupont@agence.fr,500,Dynamo Lab,COMPUTER_SOFTWARE,France,Bordeaux,,https://www.dynamolab.fr/accueil,Dynamo Lab,Consent,2025-11-17
51000708,Camille,Marchand,+33460465586,Chargé de projet,karim.haddad@agence.fr,40,Lorette & Fils,FINANCIAL_SERVICES,France,Lyon,,https://www.lorettefils.fr/accueil,Lorette & Fils,,2024-03-23
51000712,Victor,Blanc,+33713253269,CTO,lea.bonnet@agence.fr,120,Roseau Paysage,CONSTRUCTION,France,Rennes,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,,2025-01-27
51000714,Paul,François,+33757575747,CTO,karim.haddad@agence.fr,500,Atelier Nord,MARKETING_AND_ADVERTISING,France,Paris,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2023-07-10
51000716,Marc,Moreau,+33106724530,Chargé de projet,lea.bonnet@agence.fr,40,Atelier Nord,MARKETING_AND_ADVERTISING,France,Lyon,,https://www.ateliernord.fr/accueil,Atelier Nord,,2024-05-26
51000720,Sophie,Perrin,+33479417634,Responsable achats,,12,Brightpath,COMPUTER_SOFTWARE,France,Marseille,,https://www.brightpath.fr/accueil,Brightpath,,2025-07-20
51000721,Paul,Fontaine,+33375983399,Directeur,marie.dupont@agence.fr,500,Verso,FINANCIAL_SERVICES,France,Marseille,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2024-10-28
51000722,Amina,De la Fontaine,+33224006157,Responsable achats,,12,Menhir Data,FINANCIAL_SERVICES,France,Nantes,,https://www.menhirdata.fr/accueil,Menhir Data,,2023-02-13
51000724,Amina,Mercier,+33362590459,Directeur,karim.haddad@agence.fr,5,Menhir Data,COMPUTER_SOFTWARE,France,Lyon,,https://www.menhirdata.fr/accueil,Menhir Data,Legitimate interest – existing customer,2021-08-05
51000725,Olivier,Leroy,+33755516517,Chargé de projet,,12,Dynamo Lab,FINANCIAL_SERVICES,France,Rennes,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2023-10-30
51000726,Élodie,Nguyen,+33743308003,Chargé de projet,karim.haddad@agence.fr,12,Dynamo Lab,MARKETING_AND_ADVERTISING,France,Lille,,https://www.dynamolab.fr/accueil,Dynamo Lab,,2025-03-03
51000727,Claire,Van Damme,+33370681039,Directeur,,40,Lorette & Fils,COMPUTER_SOFTWARE,France,Lille,,https://www.lorettefils.fr/accueil,Lorette & Fils,,2026-04-01
51000729,Olivier,Marchand,+33686321061,Responsable achats,lea.bonnet@agence.fr,500,Kaolin,CONSTRUCTION,France,Marseille,,https://www.kaolin.fr/accueil,Kaolin,,2026-02-20
51000730,Julien,Roux,+33504032537,Chargé de projet,,500,Atelier Nord,MARKETING_AND_ADVERTISING,France,Nantes,,https://www.ateliernord.fr/accueil,Atelier Nord,,2023-08-20
51000731,Victor,Perrin,+33510090040,CTO,karim.haddad@agence.fr,5,Iris Optique,CONSTRUCTION,France,Lyon,,https://www.irisoptique.fr/accueil,Iris Optique,Consent,2023-09-05
51000732,Élodie,De la Fontaine,+33404014247,Responsable achats,marie.dupont@agence.fr,12,Brightpath,COMPUTER_SOFTWARE,France,Paris,,https://www.brightpath.fr/accueil,Brightpath,Legitimate interest – existing customer,2025-08-11
51000734,Leïla,Lambert,+33373404337,Directeur,,120,Sablier,MARKETING_AND_ADVERTISING,France,Bordeaux,,https://www.sablier.fr/accueil,Sablier,Consent,2023-04-25
51000735,Julien,Marchand,+33377825588,Responsable achats,lea.bonnet@agence.fr,12,Brightpath,FINANCIAL_SERVICES,France,Nantes,,https://www.brightpath.fr/accueil,Brightpath,,2025-06-21
51000736,Sarah,O'Brien,+33778656194,Responsable achats,,500,Iris Optique,MARKETING_AND_ADVERTISING,France,Paris,,https://www.irisoptique.fr/accueil,Iris Optique,,2024-10-22
51000737,Manon,Moreau,+33629236161,Directeur,marie.dupont@agence.fr,500,Atelier Nord,MARKETING_AND_ADVERTISING,France,Bordeaux,,https://www.ateliernord.fr/accueil,Atelier Nord,Legitimate interest – existing customer,2022-08-19
51000738,Claire,Fontaine,+33758686395,Chargé de projet,karim.haddad@agence.fr,12,Sablier,MARKETING_AND_ADVERTISING,France,Bordeaux,,https://www.sablier.fr/accueil,Sablier,Legitimate interest – existing customer,2022-10-24
51000742,Nadia,François,+33453970548,Chargé de projet,,5,Roseau Paysage,MARKETING_AND_ADVERTISING,France,Lille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Consent,2025-05-29
51000743,Camille,Leroy,+33274968049,Directeur,,120,Kaolin,CONSTRUCTION,France,Rennes,,https://www.kaolin.fr/accueil,Kaolin,Legitimate interest – existing customer,2025-09-08
51000746,Olivier,De la Fontaine,+33486111457,Chargé de projet,karim.haddad@agence.fr,5,Kaolin,MARKETING_AND_ADVERTISING,France,Paris,,https://www.kaolin.fr/accueil,Kaolin,Consent,2026-02-01
51000748,Julien,Leroy,+33649804253,Chargé de projet,,120,Menhir Data,MARKETING_AND_ADVERTISING,France,Paris,,https://www.menhirdata.fr/accueil,Menhir Data,Legitimate interest – existing customer,2025-03-14
51000749,Amina,Mercier,+33628217819,Responsable achats,,12,Verso,CONSTRUCTION,France,Nantes,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2025-09-01
